HW_unique_ID,HW_2014_ORG_ID,CWNS_2016_ID,CWNS_2022_ID,new since 2014,closed since 2014,Latitude,Longitude,Facility_Name,HW POP 2014,EPA POP 2016,EPA POP 2022,EPA Treated POP 2022,EPA POP TYPE 2022
30196,22001294001,22001294001,22001294001,,,30.431061,-90.561211,SPRINGFIELD STP,899.0,899.0,920.0,920.0,Receiving Collection
30197,22001295001,22001295001,22001295001,,,32.9912,-93.4427,"SPRINGHILL, TOWN OF",5658.0,5658.0,5790.0,5790.0,Receiving Collection
30198,22001310001,22001310001,22001310001,,,30.1872,-93.3052,CITY OF SULFUR SOUTH REGIONAL STP,36720.0,36720.0,28668.0,28668.0,Receiving Collection
30199,22001335001,22001335001,22001335001,,,29.7697,-90.8376,THIBODAUX  WWTP,14566.0,14566.0,14907.0,14907.0,Receiving Collection
30200,22001380001,22001380001,22001380001,,,30.19613,-93.56514,VINTON SEWERAGE SYSTEM,3154.0,3154.0,3298.0,3298.0,Receiving Collection
30201,22001385001,22001385001,22001385001,,,32.8721,-93.9855,VIVIAN STP,4156.0,4156.0,4253.0,4253.0,Receiving Collection
30202,22001390001,22001390001,22001390001,,,30.4807,-90.8718,WALKER STP,8485.0,8485.0,8684.0,8684.0,Receiving Collection
30203,22001430001,22001430001,22001430001,,,32.4588,-92.1485,WEST MONROE REG STP,37996.0,37996.0,44402.0,44402.0,Receiving Collection
30204,22001435001,22001435001,22001435001,,,29.9111,-90.1435,WESTWEGO STP,10800.0,10800.0,8568.0,8568.0,Receiving Collection
30205,22001450001,22001450001,22001450001,,,32.1488,-91.7032,WINNSBORO STP,5755.0,5755.0,4640.0,4640.0,Receiving Collection
30206,22001450002,22001450002,22001450002,,,32.1935,-91.7237,Winnsboro Industrial WWTP,500.0,500.0,512.0,512.0,Receiving Collection
30207,22001460002,22001460002,22001460002,,,31.1562,-92.499,WOODWORTH WWTP,1096.0,1096.0,1122.0,1122.0,Receiving Collection
30208,22001465001,22001465001,22001465001,,,30.0958,-92.0029,YOUNGSVILLE STP,8120.0,8120.0,15929.0,15929.0,Receiving Collection
30209,22003001001,22003001001,22003001001,,,30.4055,-92.217,CHURCH POINT STP,4875.0,4875.0,4989.0,4989.0,Receiving Collection
30210,22003002001,22003002001,22003002001,,,30.1919,-92.4585,ESTHERWOOD STP,750.0,750.0,768.0,768.0,Receiving Collection
30211,22003004001,22003004001,22003004001,,,30.3195,-92.4984,IOTA OX POND,1500.0,1500.0,1535.0,1535.0,Receiving Collection
30212,22003005001,22003005001,22003005001,,,30.2006,-92.5786,Village of Mermentau,723.0,723.0,740.0,740.0,Receiving Collection
30213,22003008001,22003008001,22003008001,,,30.238,-92.2779,RAYNE STP,8552.0,8552.0,8752.0,8752.0,Receiving Collection
30214,22003009001,22003009001,22003009001,,,30.8641,-92.7974,ELIZABETH STP,682.0,682.0,544.0,544.0,Receiving Collection
30215,22003010001,22003010001,22003010001,,,30.4857,-92.8501,KINDER,2246.0,2246.0,2299.0,2299.0,Receiving Collection
30216,22003011001,22003011001,22003011001,,,30.8058,-92.6288,OAKDALE WWT FACILITY,8137.0,8137.0,6692.0,6692.0,Receiving Collection
30217,22003013001,22003013001,22003013001,,,30.4798,-93.0884,REEVES LAGOON,232.0,232.0,237.0,237.0,Receiving Collection
30218,22003015001,22003015001,22003015001,,,30.0655,-90.9659,DONALDSONVILLE STP,7949.0,7949.0,8135.0,8135.0,Receiving Collection
30219,22003017001,22003017001,22003017001,,,30.1789,-90.86,SORRENTO STP,1119.0,1119.0,795.0,795.0,Receiving Collection
30220,22003031001,22003031001,nan,,,29.9369,-91.0312,NAPOLEONVILLE STP,1900.0,1900.0,,,
30221,22003032001,22003032001,22003032001,,,30.9471,-92.106,EVERGREEN WWTP,330.0,330.0,338.0,338.0,Receiving Collection
30222,22003033001,22003033001,22003033001,,,31.0455,-92.1423,HESSMER LAGOONS,750.0,750.0,768.0,768.0,Receiving Collection
30223,22003034001,22003034001,22003034001,,,31.0613,-92.0418,MANSURA WWTP,1617.0,1617.0,1320.0,1320.0,Receiving Collection
30224,22003035001,22003035001,22003035001,,,31.1287,-92.0647,MARKSVILLE LAGOON (WWTP),4998.0,4998.0,11928.0,11928.0,Receiving Collection
30225,22003036001,22003036001,22003036001,,,31.0327,-91.9804,MOREAUVILLE STP,1025.0,1025.0,1195.0,1195.0,Receiving Collection
30226,22003042002,22003042002,22003042002,,,32.5507,-93.0602,GIBSLAND STP,1224.0,1224.0,1253.0,1253.0,Receiving Collection
30227,22003043001,22003043001,22003043001,,,32.3088,-93.2868,RINGGOLD NORTH STP,1856.0,1856.0,1899.0,1899.0,Receiving Collection
30228,22003043002,22003043002,22003043002,,,32.3088,-93.2868,RINGGOLD SOUTH PLANT,956.0,956.0,978.0,978.0,Receiving Collection
30229,22003044001,22003044001,22003044001,,,32.2504,-93.1557,CASTOR STP,258.0,258.0,264.0,264.0,Receiving Collection
30230,22003056001,22003056001,22003056001,,,32.1241,-92.0577,E. COLUMBIA SD #1,650.0,650.0,665.0,665.0,Receiving Collection
30231,22003061001,22003061001,22003061001,,,32.6433,-93.0144,ATHENS STP,278.0,278.0,285.0,285.0,Receiving Collection
30232,22003062001,22003062001,22003062001,,,32.9807,-93.1335,HAYNESVILLE STP,3900.0,3900.0,3991.0,3991.0,Receiving Collection
30233,22003063001,22003063001,22003063001,,,32.7954,-93.0463,HOMER WWTP,3788.0,3788.0,3877.0,3877.0,Receiving Collection
30234,22003064001,22003064001,nan,,,33.0126,-92.7129,JUNCTION CITY STP,743.0,743.0,,,
30235,22003066001,22003066001,22003066001,,,31.7113,-91.5446,CLAYTON LAGOON,917.0,917.0,570.0,570.0,Receiving Collection
30236,22003067001,22003067001,22003067001,,,31.6152,-91.5671,FERRIDAY NORTH POND,6400.0,6400.0,6550.0,6550.0,Receiving Collection
30237,22003068001,22003068001,22003068001,,,31.6152,-91.5671,FERRIDAY SOUTHWEST  WWTP,4111.0,4111.0,4207.0,4207.0,Receiving Collection
30238,22003072002,22003072002,22003072002,,,31.5649,-91.4614,VIDALIA MAIN POND,4914.0,4914.0,6354.0,6354.0,Receiving Collection
30239,22003074001,22003074001,22003074001,,,32.0566,-93.7191,MANSFIELD STP,5582.0,5582.0,4714.0,4714.0,Receiving Collection
30240,22003075001,22003075001,nan,,,32.0043,-93.7307,SOUTH MANSFIELD WWSS,407.0,407.0,,,
30241,22003077001,22003077001,22003077001,,,32.0866,-93.816,GRAND CANE STP,191.0,191.0,195.0,195.0,Receiving Collection
30242,22003088001,22003088001,22003088001,,,32.7974,-91.1893,LAKE PROVIDENCE S. POND,5700.0,5700.0,5833.0,5833.0,Receiving Collection
30243,22003088002,22003088002,nan,,,32.8039,-91.1727,SHELBURN SEPTICS,376.0,376.0,,,
30244,22003088003,22003088003,nan,,,32.8039,-91.1727,SONDHEIMER SEPTICS,500.0,500.0,,,
30245,22003089001,22003089001,22003089001,,,30.8555,-91.0309,CLINTON WWTP,1653.0,1653.0,1692.0,1692.0,Receiving Collection
30246,22003091001,22003091001,22003091001,,,30.8299,-91.2221,JACKSON CS,7811.0,7811.0,4086.0,4086.0,Receiving Collection
30247,22003094002,22003094002,22003094002,,,30.9275,-91.1089,Village of Wilson,668.0,668.0,348.0,348.0,Receiving Collection
30248,22003095001,22003095001,22003095001,,,30.478,-92.6113,BASILE STP,1821.0,1821.0,1864.0,1864.0,Receiving Collection
30249,22003096001,22003096001,22003096001,,,30.633,-92.4268,MAMOU STP,3733.0,3733.0,2936.0,2936.0,Receiving Collection
30250,22003098001,22003098001,22003098001,,,30.6777,-92.4321,REDDELL POND,733.0,733.0,750.0,750.0,Receiving Collection
30251,22003101001,22003101001,22003101001,,,30.6908,-92.2865,VILLE PLATTE STP,8200.0,8200.0,7159.0,7159.0,Receiving Collection
30252,22003104001,22003104001,22003104001,,,30.5702,-92.3099,CHATAIGNIER POND,501.0,501.0,288.0,288.0,Receiving Collection
30253,22003106001,22003106001,22003106001,,,31.9721,-91.6473,WISNER LAGOON,1112.0,1112.0,1488.0,1488.0,Receiving Collection
30254,22003107001,22003107001,22003107001,,,31.5149,-92.6963,COLFAX STP,1600.0,1600.0,1637.0,1637.0,Receiving Collection
30255,22003108001,22003108001,22003108001,,,31.571,-92.5224,DRY PRONG WWTP,1488.0,1488.0,436.0,436.0,Receiving Collection
30256,22003109001,22003109001,22003109001,,,31.7635,-92.3629,GEORGETOWN STP,288.0,288.0,295.0,295.0,Receiving Collection
30257,22003110010,nan,22003110010,,,31.443919444,-92.5076888,South Grant Parish WWTP Feasibility Study,3680.0,,0.0,0.0,Receiving Collection
30258,22003112001,22003112001,22003112001,,,29.9457,-91.9938,DELCAMBRE STP,2168.0,2168.0,1793.0,1793.0,Receiving Collection
30259,22003113001,22003113001,22003113001,,,29.9221,-91.6982,JEANERETTE STP,6000.0,6000.0,6140.0,6140.0,Receiving Collection
30260,22003114001,22003114001,22003114001,,,30.068,-91.7348,LOREAUVILLE STP,811.0,811.0,830.0,830.0,Receiving Collection
30261,22003124002,22003124002,22003124002,,,30.4085,-91.4476,GROSSE TETE STP,541.0,541.0,554.0,554.0,Receiving Collection
30262,22003127001,22003127001,22003127001,,,32.3115,-92.4429,CHATHAM POND,557.0,557.0,570.0,570.0,Receiving Collection
30263,22003128001,22003128001,22003128001,,,32.278212,-92.710152,EAST HODGE STP,439.0,439.0,449.0,449.0,Receiving Collection
30264,22003129001,22003129001,22003129001,,,32.3861,-92.4225,EROS STP,155.0,155.0,159.0,159.0,Receiving Collection
30265,22003130001,22003130001,22003130001,,,29.7731,-90.7931,QUITMAN STP,162.0,162.0,166.0,166.0,Receiving Collection
30266,22003131002,22003131002,22003131002,,,32.2504,-92.6954,JONESBORO  EAST POND,1100.0,1100.0,1126.0,1126.0,Receiving Collection
30267,22003131003,22003131003,22003131003,,,32.249,-92.7252,JONESBORO  NORTH POND,3914.0,3914.0,4006.0,4006.0,Receiving Collection
30268,22003141002,22003141002,22003141002,,,29.6905,-90.0992,JONATAN DAVIS STP,400.0,400.0,409.0,409.0,Receiving Collection
30269,22003144001,22003144001,22003144001,,,30.3686,-92.9158,FENTON WWSS,380.0,380.0,389.0,389.0,Receiving Collection
30270,22003149001,22003149001,22003149001,,,30.226,-92.824,WELSH STP,3380.0,3380.0,3227.0,3227.0,Receiving Collection
30271,22003152001,22003152001,22003152001,,,29.7452,-90.6118,LEWISTOWN POND,450.0,450.0,461.0,461.0,Receiving Collection
30272,22003156001,22003156001,22003156001,,,29.382723,-90.270635,GOLDEN MEADOW STP,790.0,790.0,1761.0,1761.0,Receiving Collection
30273,22003157001,22003157001,22003157001,,,29.6419,-90.5464,LOCKPORT STP,2629.0,2629.0,2691.0,2691.0,Receiving Collection
30274,22003164001,22003164001,22003164001,,,32.5179,-92.7904,SIMSBORO STP,684.0,684.0,700.0,700.0,Receiving Collection
30275,22003165001,22003165001,22003165001,,,32.6935,-92.6685,DUBACH SOUTH STP,961.0,961.0,983.0,983.0,Receiving Collection
30276,22003167001,22003167001,22003167001,,,30.5069,-90.5791,ALBANY STP,1088.0,1088.0,1235.0,1235.0,Receiving Collection
30277,22003170001,22003170001,22003170001,,,30.4926,-90.7407,LIVINGSTON STP,1342.0,1342.0,1373.0,1373.0,Receiving Collection
30278,22003172001,22003172001,nan,,,30.5255,-90.9379,LIVINGSTON PARISH SD1&2 WWTP,7477.0,7477.0,,,
30279,22003173001,22003173001,22003173001,,,30.4566,-90.9309,DENHAM SPRINGS WWTP,12342.0,12342.0,12631.0,12631.0,Receiving Collection
30280,22003179001,22003179001,22003179001,,,32.34,-90.9083,DELTA STP,234.0,234.0,232.0,232.0,Receiving Collection
30281,22003181001,22003181001,22003181001,,,32.4057,-91.2346,TALLULAH/RICHMOND STP,9003.0,9003.0,9214.0,9214.0,Receiving Collection
30282,22003186001,22003186001,22003186001,,,31.8929,-93.1068,CAMPTI STP,1035.0,1035.0,1059.0,1059.0,Receiving Collection
30283,22003187001,22003187001,22003187001,,,31.8343,-93.0377,CLARENCE WWCTS,577.0,577.0,591.0,591.0,Receiving Collection
30284,22003189001,22003189001,22003189001,,,31.67,-93.05,NATCHEZ WWCTS,434.0,434.0,444.0,444.0,Receiving Collection
30285,22003192001,22003192001,22003192001,,,31.6514,-93.2028,PROVENCAL WWCTS,538.0,538.0,750.0,750.0,Receiving Collection
30286,22003193001,22003193001,22003193001,,,31.7085,-93.3091,ROBELINE WWCTS,174.0,174.0,178.0,178.0,Receiving Collection
30287,22003214001,22003214001,22003214001,,,32.6882,-92.0696,STERLINGTON STP,2794.0,2794.0,1631.0,1631.0,Receiving Collection
30288,22003219001,22003219001,22003219001,,,29.3163,-89.3842,BOOTHVILLE-VENICE STP,4097.0,4097.0,4193.0,4193.0,Receiving Collection
30289,22003226001,22003226001,22003226001,,,29.8046,-90.0142,BELLE CHASSE HWY 23 WWTP,8512.0,8512.0,8711.0,8711.0,Receiving Collection
30290,22003231003,22003231003,22003231003,,,30.7081,-91.4706,Mandela WWTP,250.0,250.0,256.0,256.0,Receiving Collection
30291,22003233001,22003233001,22003233001,,,30.7292,-91.6036,MORGANZA POND,659.0,659.0,575.0,575.0,Receiving Collection
30292,22003234001,22003234001,22003234001,,,30.6932,-91.4347,NEW ROADS LAGOON,5303.0,5303.0,5900.0,5900.0,Receiving Collection
30293,22003238001,22003238001,22003238001,,,31.4052,-92.3751,BALL STP,7743.0,7743.0,4500.0,4500.0,Receiving Collection
30294,22003251001,22003251001,22003251001,,,32.0252,-93.353,COUSHATTA WWTP,3838.0,3838.0,2782.0,2782.0,Receiving Collection
30295,22003253001,22003253001,22003253001,,,32.316,-91.769,MANGHAM POND,665.0,665.0,681.0,681.0,Receiving Collection
30296,22003254001,22003254001,22003254001,,,31.7878,-93.705,CONVERSE LAGOON,436.0,436.0,446.0,446.0,Receiving Collection
30297,22003256001,22003256001,22003256001,,,31.8235,-93.5152,PLEASANT HILL STP,675.0,675.0,691.0,691.0,Receiving Collection
30298,22003257001,22003257001,22003257001,,,31.6257,-93.6443,ZWOLLE STP,1780.0,1780.0,1822.0,1822.0,Receiving Collection
30299,22003258001,22003258001,nan,,,31.4781,-93.4778,FISHER-FLORIEN POND,1193.0,1193.0,,,
30300,22003259001,22003259001,22003259001,,,31.5642,-93.5029,MANY STP,2853.0,2853.0,2571.0,2571.0,Receiving Collection
30301,22003274001,22003274001,22003274001,,,29.8792,-90.3597,LULING STP,13374.0,13374.0,13687.0,13687.0,Receiving Collection
30302,22003276001,22003276001,22003276001,,,29.9498,-90.3487,ST. CHARLES EAST BANK STP,24070.0,24070.0,24633.0,24633.0,Receiving Collection
30303,22003281001,22003281001,22003281001,,,29.9688,-90.4276,ST CHARLES WEST BK STP,9300.0,9300.0,9518.0,9518.0,Receiving Collection
30304,22003284001,22003284001,22003284001,,,30.8338,-90.6682,GREENSBURG POND,718.0,718.0,735.0,735.0,Receiving Collection
30305,22003289002,22003289002,22003289002,,,30.0054,-90.2366,GRAMERCY STP,3000.0,3000.0,3070.0,3070.0,Receiving Collection
30306,22003289003,22003289003,nan,,,30.0078,-90.7623,VACHERIE STP,6237.0,6237.0,,,
30307,22003309001,22003309001,22003309001,,,30.4117,-92.0654,SUNSET LAGOON,2201.0,2201.0,2920.0,2920.0,Receiving Collection
30308,22003310001,22003310001,22003310001,,,30.6149,-92.0679,WASHINGTON STP,1082.0,1082.0,1020.0,1020.0,Receiving Collection
30309,22003311001,22003311001,22003311001,,,30.26503,-91.913295,BREAUX BRIDGE STP,6837.0,6837.0,6997.0,6997.0,Receiving Collection
30310,22003318001,22003318001,22003318001,,,30.1683,-91.8418,ST. MARTINVILLE STP,7323.0,7323.0,7494.0,7494.0,Receiving Collection
30311,22003319002,nan,nan,,Y,30.336,-91.85,St Martin Parish Sewer DistNo 2,2928.0,,,,
30312,22003321001,22003321001,22003321001,,,30.319642,-91.798447,HENDERSON WWCTS,1674.0,1674.0,1713.0,1713.0,Receiving Collection
30313,22003325001,22003325001,nan,,,29.8433,-91.6265,ST  MARY PARIS WESTERN PROJECT WCTS,1100.0,1100.0,,,
30314,22003326001,22003326001,22003326001,,,29.7522,-91.424,St. Mary SD #5,2400.0,2400.0,3400.0,3400.0,Receiving Collection
30315,22003330008,nan,22003330008,,,30.2987,-90.8893,Ascension Parish-Wide Facilities,53295.0,,0.0,0.0,Receiving Collection
30316,22003346001,22003346001,22003346001,,,30.6349,-90.4848,INDEPENDENCE POND,3000.0,3000.0,3070.0,3070.0,Receiving Collection
30317,22003347001,22003347001,22003347001,,,30.9357,-90.4993,KENTWOOD LAGOON,2468.0,2468.0,2526.0,2526.0,Receiving Collection
30318,22003349001,22003349001,22003349001,,,30.4133,-90.4301,PONCHATOULA POND,5180.0,5180.0,7195.0,7195.0,Receiving Collection
30319,22003354001,22003354001,22003354001,,,30.7199,-90.5052,AMITE CITY STP,4890.0,4890.0,4430.0,4430.0,Receiving Collection
30320,22003354005,nan,22003354005,,,30.4825,-90.514722,Tangipahoa Parish Government,110.0,,1200.0,1200.0,Receiving Collection
30321,22003357001,22003357001,22003357001,,,32.0702,-91.2818,NEWELLTON POND,1576.0,1576.0,1613.0,1613.0,Receiving Collection
30322,22003363001,22003363001,22003363001,,,30.6688,-90.5025,VELMA WWTF,100.0,100.0,102.0,102.0,Receiving Collection
30323,22003364001,22003364001,nan,,,30.7531,-90.5198,ROSELAND WWTP,1194.0,1194.0,,,
30324,22003375001,22003375001,22003375001,,,32.8138,-92.6546,BERNICE STP,1653.0,1653.0,1692.0,1692.0,Receiving Collection
30325,22003376001,22003376001,22003376001,,,32.7627,-92.3999,FARMERVILLE STP,3334.0,3334.0,3412.0,3412.0,Receiving Collection
30326,22003378001,22003378001,22003378001,,,32.894021,-92.246249,MARION LAGOON,893.0,893.0,825.0,825.0,Receiving Collection
30327,22003381001,22003381001,22003381001,,,32.6315,-92.4193,DOWNSVILLE STP,647.0,647.0,256.0,256.0,Receiving Collection
30328,22003382001,22003382001,22003382001,,,29.9702,-92.0351,ERATH WWCTS,2428.0,2428.0,2286.0,2286.0,Receiving Collection
30329,22003383001,22003383001,22003383001,,,29.97912,-92.28769,KAPLAN STP,5177.0,5177.0,5298.0,5298.0,Receiving Collection
30330,22003384001,22003384001,22003384001,,,30.1163,-92.1265,MAURICE WWTP,642.0,642.0,657.0,657.0,Receiving Collection
30331,22003386001,22003386001,22003386001,,,31.3254,-93.3995,HORNBECK WWCTS,480.0,480.0,491.0,491.0,Receiving Collection
30332,22003387001,22003387001,22003387001,,,31.116,-93.2568,LEESVILLE STP,18000.0,18000.0,9211.0,9211.0,Receiving Collection
30333,22003398001,22003398001,22003398001,,,32.8154,-93.4118,COTTON VALLEY STP,2258.0,2258.0,1847.0,1847.0,Receiving Collection
30334,22003400001,22003400001,22003400001,,,32.9168,-93.4168,CULLEN STP,1625.0,1625.0,1663.0,1663.0,Receiving Collection
30335,22003402001,22003402001,22003402001,,,32.5358,-93.41,DOYLINE LAGOON,900.0,900.0,921.0,921.0,Receiving Collection
30336,22003406001,22003406001,nan,,,32.9026,-93.4377,SAREPTA LAGOON,886.0,886.0,,,
30337,22003408001,22003408001,22003408001,,,32.5427,-93.2863,SIBLEY LAGOON,997.0,997.0,1020.0,1020.0,Receiving Collection
30338,22003409001,22003409001,22003409001,,,30.4082,-91.2879,BRUSLY STP,2589.0,2589.0,2650.0,2650.0,Receiving Collection
30339,22003410001,22003410001,22003410001,,,30.456,-91.2015,PORT ALLEN STP,6416.0,6416.0,6566.0,6566.0,Receiving Collection
30340,22003411001,22003411001,22003411001,,,32.601,-91.4854,EPPS LAGOON,655.0,655.0,554.0,554.0,Receiving Collection
30341,22003414001,22003414001,22003414001,,,32.8635,-91.3957,OAK GROVE POND,2126.0,2126.0,3301.0,3301.0,Receiving Collection
30342,22003415001,22003415001,22003415001,,,32.7314,-91.4317,PIONEER WWTP,116.0,116.0,119.0,119.0,Receiving Collection
30343,22003418001,22003418001,22003418001,,,32.0704,-92.6602,DODSON LAGOON,940.0,940.0,879.0,879.0,Receiving Collection
30344,22003421001,22003421001,22003421001,,,31.9232,-92.6424,WINNFIELD STP,6138.0,6138.0,5184.0,5184.0,Receiving Collection
30345,22003422001,22003422001,22003422001,,,31.9844,-92.8253,CALVIN LAGOON,207.0,207.0,212.0,212.0,Receiving Collection
30346,22003432001,22003432001,22003432001,,,31.8668,-92.2997,URANIA STP,1201.0,1201.0,2117.0,2117.0,Receiving Collection
30347,22008081001,22008081001,22008081001,,,31.5975,-91.5328,Town of Ridgecrest,3612.0,3612.0,3697.0,3697.0,Receiving Collection
30348,22009010001,22009010001,22009010001,,,30.3844,-91.2596,Lukeville WWTP,876.0,876.0,896.0,896.0,Receiving Collection
30349,22009017001,22009017001,22009017001,,,32.6023,-93.8409,CADDO PARISH SD 7 WWTF,4000.0,4000.0,4094.0,4094.0,Receiving Collection
30350,22009017002,22009017002,nan,,,32.5363,-93.8307,S D #2 SEWERAGE SYSTEM,694.0,694.0,,,
30351,22009019010,nan,22009019010,,,30.2404,-93.1508,Calcasieu SD # 11,3200.0,,1923.0,1923.0,Receiving Collection
30352,22009033001,22009033001,22009033001,,,30.4244,-91.1908,BATON ROUGE CENTRAL WWTP,87084.0,87084.0,89122.0,89122.0,Receiving Collection
30353,22009033002,22009033002,22009033002,,,30.53426,-91.20159,BATON ROUGE NORTH WWTP,116337.0,116337.0,120344.0,120344.0,Receiving Collection
30354,22009033003,22009033003,22009033003,,,30.3497,-91.1369,BATON ROUGE SOUTH WWTP,217711.0,217711.0,222805.0,222805.0,Receiving Collection
30355,22009051005,22009051005,22009051005,,,29.87872,-90.06794,HARVEY PLANT,163451.0,163451.0,68210.0,68210.0,Receiving Collection
30356,22009051008,22009051008,22009051008,,,29.841667,-90.170833,BRIDGE CITY OLD PLANT,50652.0,50652.0,51837.0,51837.0,Receiving Collection
30357,22009051011,22009051011,22009051011,,,29.904966,-90.117586,MARRERO PLANT,173101.0,173101.0,78085.0,78085.0,Receiving Collection
30358,22009051022,22009051022,22009051022,,,29.9698,-90.1827,EAST BANK PLANT,200000.0,200000.0,204680.0,204680.0,Receiving Collection
30359,22009051025,22009051025,nan,,,29.7606,-90.1023,Rosethorn WWTP,2350.0,2350.0,,,
30360,22009071001,22009071001,22009071001,,,29.9767,-89.9972,NEW ORLEANS EAST BANK,300000.0,300000.0,307020.0,307020.0,Receiving Collection
30361,22009071004,22009071004,22009071004,,,29.9709,-90.0951,NEW ORLEANS W. BANK STP,185672.0,185672.0,184212.0,184212.0,Receiving Collection
30362,22009079016,22009079016,nan,,,31.3374,-92.5193,KELLEY LAND SUBD,3017.0,3017.0,,,
30363,22009079018,22009079018,nan,,,31.2974,-92.5007,GRUNDY COOPER SUBDIVISION,1174.0,1174.0,,,
30364,22009079022,22009079022,nan,,,31.3477,-92.3585,"VILLAGE GREEN SUBDIVISION,",504.0,504.0,,,
30365,22009079024,22009079024,nan,,,31.4141,-92.4729,AURORA PARK SUBDIVISION,225.0,225.0,,,
30366,22009079032,22009079032,22009079032,,,31.3671,-92.3631,Donahue East WWTP,128.0,128.0,131.0,131.0,Receiving Collection
30367,22009079034,22009079034,22009079034,,,31.3493,-92.3335,Whispering Pines WWTP,271.0,271.0,277.0,277.0,Receiving Collection
30368,22009079036,22009079036,22009079036,,,31.3641,-92.2987,Harmony Hills WWTP,248.0,248.0,254.0,254.0,Receiving Collection
30369,22009079300,nan,nan,,Y,31.348,-92.359,Village Green Wastewater Treatment,680.0,,,,
30370,22009087001,22009087001,22009087001,,,29.9322,-89.9577,DRAVO TREATMENT PLANT,12000.0,12000.0,12281.0,12281.0,Receiving Collection
30371,22009087002,22009087002,22009087002,,,29.9383,-89.9931,FAZENDVILLE PLANT,8000.0,8000.0,8187.0,8187.0,Receiving Collection
30372,22009087006,22009087006,22009087006,,,29.9322,-89.9577,MUNSTER WWTP,14906.0,14906.0,15255.0,15255.0,Receiving Collection
30373,22009900001,22009900001,22009900001,,,32.4009,-93.6913,"SHREVEPORT, LUCAS WWTP",187000.0,187000.0,184212.0,184212.0,Receiving Collection
30374,22009900004,22009900004,22009900004,,,32.5502,-93.7657,Shreveport North Regional WWTP,41310.0,41310.0,42277.0,42277.0,Receiving Collection
30375,22009904002,nan,22009904002,,,32.609167,-93.756944,Bossier Parish SD #1,32000.0,,300.0,300.0,Receiving Collection
30376,22009904003,nan,nan,,Y,30.381,-90.894,Denham Springs_Walker South,17000.0,,,,
30377,22009904004,nan,nan,,Y,30.281,-90.772,French Settlement_Port Vincent,19386.0,,,,
30378,22009904005,nan,nan,,Y,30.166,-93.568,Vinton Harbor and Terminal District,1000.0,,,,
30379,22009920019,nan,22009920019,,,30.42,-91.24,WBR Regional WWTP,1982.0,,0.0,0.0,Receiving Collection
30380,22013131003,22013131003,22013131003,,,32.884,-91.797,Lightwood Sewer Morehouse Parish,157.0,157.0,161.0,161.0,Receiving Collection
30381,22020120001,22020120001,22020120001,,,30.8294,-90.1559,Franklinton,4200.0,4200.0,4298.0,4298.0,Receiving Collection
30382,22020120002,22020120002,22020120002,,,30.4858,-92.701,Town of Elton,1128.0,1128.0,1154.0,1154.0,Receiving Collection
30383,22020121256,nan,nan,,Y,30.091,-89.776,Braziler Island WWTP,250.0,,,,
30384,22020121904,22020121904,22020121904,,,30.4699,-90.0529,Arrow Wood STP,11774.0,11774.0,12050.0,12050.0,Receiving Collection
30385,22033181102,22033181102,nan,,,32.4099,-91.1986,Madison Parish - Second Georgia S.D.,138.0,138.0,,,
30386,23000001001,23000001001,23000001001,,,43.673684,-70.255584,PORTLAND EAST END WWTF,60081.0,60081.0,65596.0,65596.0,Receiving Collection
30387,23000001003,23000001003,23000001003,,,43.5881,-70.2444,S. CAPE ELIZABETH WWTF,4135.0,4135.0,4162.0,4162.0,Receiving Collection
30388,23000001004,23000001004,23000001004,,,43.69397,-70.34986,WESTBROOK WWTF,25203.0,25203.0,23987.0,23987.0,Receiving Collection
30389,23000001011,23000001011,23000001011,,,43.65401,-70.19811,PEAKS ISLAND STP,430.0,430.0,500.0,500.0,Receiving Collection
30390,23000003001,23000003001,23000003001,,,43.63888,-70.25646,SOUTH PORTLAND STP,21953.0,21953.0,29680.0,29680.0,Receiving Collection
30391,23000005001,23000005001,23000005001,,,44.301051,-69.778987,AUGUSTA SEWAGE TP,24767.0,24767.0,25140.0,25140.0,Receiving Collection
30392,23000006001,23000006001,23000006001,,,44.7796,-68.78323,BANGOR POLL ABATE FAC,35610.0,35610.0,38856.0,38856.0,Receiving Collection
30393,23000007001,23000007001,23000007001,,,43.4917,-70.4472,BIDDEFORD WWTP,13996.0,13996.0,9517.0,9517.0,Receiving Collection
30394,23000007002,23000007002,23000007002,,,43.46388889,-70.34888889,BIDDEFORD POOL,103.0,103.0,106.0,106.0,Receiving Collection
30395,23000008001,23000008001,23000008001,,,43.9154,-69.9463,BRUNSWICK STP,25000.0,25000.0,13922.0,13922.0,Receiving Collection
30396,23000009001,23000009001,23000009001,,,46.8508,-67.9531,Caribou Utility District,5020.0,5020.0,7367.0,7367.0,Receiving Collection
30397,23000011001,23000011001,23000011001,,,44.0756,-70.2044,LEWISTON-AUBURN W W T P,59644.0,59644.0,54354.0,54354.0,Receiving Collection
30398,23000012001,23000012001,23000012001,,,46.69184,-68.01466,PRESQUE ISLE WWTF,7800.0,7800.0,8777.0,8777.0,Receiving Collection
30399,23000014001,23000014001,23000014001,,,44.52704,-69.653771,KENNEBEC WWTP,31386.0,31386.0,35794.0,35794.0,Receiving Collection
30400,23000017001,23000017001,23000017001,,,43.4942,-70.4403,City of Saco Water Resource Recovery Division,17300.0,17300.0,12290.0,12290.0,Receiving Collection
